sku,nombre,marca,categoria,precio_venta,precio_regular,tiene_precio_oh,descuento_pct,url_producto,url_imagen,fecha_extraccion
filete-de-pechuga-de-pavita-san-fernando-x-kg-65148,Filete de Pechuga de Pavita SAN FERNANDO x kg,SAN FERNANDO,carnes-pescados,31.9,31.9,False,0.0,https://www.plazavea.com.pe/filete-de-pechuga-de-pavita-san-fernando-x-kg-65148/p,https://plazavea.vteximg.com.br/arquivos/ids/34332096-184-184/65148.jpg?v=639124910258200000,2026-09-16 21:16:27
chanfainita-de-res-x-kg-20080149,Chanfainita de Res x kg,EL BUEN CORTE,carnes-pescados,12.9,12.9,True,0.0,https://www.plazavea.com.pe/chanfainita-de-res-x-kg-20080149/p,https://plazavea.vteximg.com.br/arquivos/origin-country-peru.png,2026-09-16 21:16:27
saltado-de-cerdo-redondos-refrigerado-paquete-500g-20237541,Saltado de Cerdo REDONDOS Refrigerado Paquete ...,REDONDOS,carnes-pescados,9.5,9.5,False,0.0,https://www.plazavea.com.pe/saltado-de-cerdo-redondos-refrigerado-paquete-500g-20237541/p,https://plazavea.vteximg.com.br/arquivos/ids/34359685-184-184/20237541.jpg?v=639125042211200000,2026-09-16 21:16:27
alitas-bbq-san-fernando-empaque-1kg-20504747,Alitas BBQ SAN FERNANDO Empaque 1kg,SAN FERNANDO,carnes-pescados,16.9,22.9,False,26.2,https://www.plazavea.com.pe/alitas-bbq-san-fernando-empaque-1kg-20504747/p,https://vivanda.vteximg.com.br/arquivos/Alto_sodio.png?v=123,2026-09-16 21:16:27
carne-molida-de-cerdo-el-buen-corte-x-kg-20178686,Carne Molida de Cerdo EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,18.9,18.9,False,0.0,https://www.plazavea.com.pe/carne-molida-de-cerdo-el-buen-corte-x-kg-20178686/p,https://plazavea.vteximg.com.br/arquivos/ids/31353310-184-184/20178686.jpg?v=638835596495630000,2026-09-16 21:16:27
porcion-de-bonito-con-piel-congelado-frozen-500g,Porción de Bonito con Piel Congelado FROZEN 50...,FROZEN,carnes-pescados,11.5,11.5,False,0.0,https://www.plazavea.com.pe/porcion-de-bonito-con-piel-congelado-frozen-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/33570520-184-184/20213344.jpg?v=639054017218900000,2026-09-16 21:16:27
filete-de-trucha-piscis-500g,Filete de Trucha PISCIS 500g,PISCIS,carnes-pescados,31.9,31.9,False,0.0,https://www.plazavea.com.pe/filete-de-trucha-piscis-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/34221196-184-184/20220529.jpg?v=639106667264670000,2026-09-16 21:16:27
colita-de-cuadril-frigon-x-kg-20328454,Colita de Cuadril FRIGON x kg,FRIGON,carnes-pescados,45.5,45.5,False,0.0,https://www.plazavea.com.pe/colita-de-cuadril-frigon-x-kg-20328454/p,https://plazavea.vteximg.com.br/arquivos/origin-country-brasil.png,2026-09-16 21:16:27
bife-de-vacio-frigon-x-kg-20356147,Bife de Vacío FRIGON x kg,FRIGON,carnes-pescados,38.9,38.9,False,0.0,https://www.plazavea.com.pe/bife-de-vacio-frigon-x-kg-20356147/p,https://plazavea.vteximg.com.br/arquivos/origin-country-brasil.png,2026-09-16 21:16:27
bife-ancho-frigon-x-kg-20328469,Bife Ancho FRIGON x kg,FRIGON,carnes-pescados,48.9,48.9,False,0.0,https://www.plazavea.com.pe/bife-ancho-frigon-x-kg-20328469/p,https://plazavea.vteximg.com.br/arquivos/origin-country-brasil.png,2026-09-16 21:16:27
picana-frigon-x-kg-20328449,Picaña FRIGON x kg,FRIGON,carnes-pescados,73.9,73.9,False,0.0,https://www.plazavea.com.pe/picana-frigon-x-kg-20328449/p,https://plazavea.vteximg.com.br/arquivos/origin-country-brasil.png,2026-09-16 21:16:27
bola-de-lomo-frigon-x-kg-20328303,Bola de Lomo FRIGON x kg,FRIGON,carnes-pescados,38.9,38.9,False,0.0,https://www.plazavea.com.pe/bola-de-lomo-frigon-x-kg-20328303/p,https://plazavea.vteximg.com.br/arquivos/origin-country-brasil.png,2026-09-16 21:16:27
langostinos-crudos-azul-marino-bolsa-300g,Langostinos Crudos AZUL MARINO Bolsa 300g,AZUL MARINO,carnes-pescados,18.9,18.9,False,0.0,https://www.plazavea.com.pe/langostinos-crudos-azul-marino-bolsa-300g/p,https://plazavea.vteximg.com.br/arquivos/ids/25665651-184-184/20207676.jpg?v=638103764644730000,2026-09-16 21:16:27
chuletas-de-pavita-san-fernando-x-kg-20208187,Chuletas de Pavita SAN FERNANDO x kg,SAN FERNANDO,carnes-pescados,29.9,29.9,False,0.0,https://www.plazavea.com.pe/chuletas-de-pavita-san-fernando-x-kg-20208187/p,https://plazavea.vteximg.com.br/arquivos/ids/2209485-184-184/20208187.jpg?v=637638671910930000,2026-09-16 21:16:27
pechuga-de-pavo-en-trozos-san-fernando-x-kg-20208192,Pechuga de Pavo en trozos SAN FERNANDO x kg,SAN FERNANDO,carnes-pescados,15.4,15.4,False,0.0,https://www.plazavea.com.pe/pechuga-de-pavo-en-trozos-san-fernando-x-kg-20208192/p,https://plazavea.vteximg.com.br/arquivos/ids/2209484-184-184/20208192.jpg?v=637638671881400000,2026-09-16 21:16:27
pollo-entero-artisan-x-kg-20235354,Pollo Entero ARTISAN x kg,ARTISAN,carnes-pescados,19.49,19.49,False,0.0,https://www.plazavea.com.pe/pollo-entero-artisan-x-kg-20235354/p,https://plazavea.vteximg.com.br/arquivos/ids/34359342-184-184/20235354.jpg?v=639125040036430000,2026-09-16 21:16:27
filete-de-pollo-parrillero-x-kg-20220311,Filete de Pollo Parrillero x kg,PLAZA VEA,carnes-pescados,18.0,18.0,False,0.0,https://www.plazavea.com.pe/filete-de-pollo-parrillero-x-kg-20220311/p,https://plazavea.vteximg.com.br/arquivos/ids/34359100-184-184/20220311.jpg?v=639125037965070000,2026-09-16 21:16:27
muslitos-de-pollo-artisan-x-kg-20206682,Muslitos de Pollo ARTISAN x kg,ARTISAN,carnes-pescados,24.9,31.4,False,20.7,https://www.plazavea.com.pe/muslitos-de-pollo-artisan-x-kg-20206682/p,https://plazavea.vteximg.com.br/arquivos/ids/34412099-184-184/20206682.jpg?v=639125604502100000,2026-09-16 21:16:27
mondongo-italiano-x-kg-20190173,Mondongo Italiano x kg,PLAZA VEA,carnes-pescados,11.8,14.5,False,18.62,https://www.plazavea.com.pe/mondongo-italiano-x-kg-20190173/p,https://plazavea.vteximg.com.br/arquivos/origin-country-peru.png,2026-09-16 21:16:27
hamburguesa-casera-la-florencia-x-kg-20190138,Hamburguesa Casera LA FLORENCIA x kg,LA FLORENCIA,carnes-pescados,19.9,19.9,False,0.0,https://www.plazavea.com.pe/hamburguesa-casera-la-florencia-x-kg-20190138/p,https://plazavea.vteximg.com.br/arquivos/ids/34358190-184-184/20190138.jpg?v=639125030911930000,2026-09-16 21:16:27
pollo-entero-sabor-lena-redondos-1kg-20189496,Pollo Entero Sabor Leña REDONDOS 1kg,REDONDOS,carnes-pescados,13.5,16.9,False,20.12,https://www.plazavea.com.pe/pollo-entero-sabor-lena-redondos-1kg-20189496/p,https://vivanda.vteximg.com.br/arquivos/Alto_sodio.png?v=123,2026-09-16 21:16:27
langostinos-precocidos-bells-bolsa-300g,Langostinos Precocidos BELL'S Bolsa 300g,BELL'S,carnes-pescados,21.5,21.5,False,0.0,https://www.plazavea.com.pe/langostinos-precocidos-bells-bolsa-300g/p,https://plazavea.vteximg.com.br/arquivos/ids/730626-184-184/20189343.jpg?v=637479647828600000,2026-09-16 21:16:27
malaya-el-buen-corte-x-kg-20168644,Malaya EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,37.9,37.9,False,0.0,https://www.plazavea.com.pe/malaya-el-buen-corte-x-kg-20168644/p,https://plazavea.vteximg.com.br/arquivos/ids/27363512-184-184/20168644.jpg?v=638276835621200000,2026-09-16 21:16:27
porciones-de-salmon-atlantico-aqua-bolsa-500g,Porciones de Salmón AQUA Bolsa 500g,AQUA,carnes-pescados,51.5,51.5,True,0.0,https://www.plazavea.com.pe/porciones-de-salmon-atlantico-aqua-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/12410182-184-184/20173738.jpg?v=637903584168400000,2026-09-16 21:16:27
panceta-sin-hueso-con-piel-el-buen-corte-x-kg-20087572,Panceta sin Hueso con Piel EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,30.9,30.9,False,0.0,https://www.plazavea.com.pe/panceta-sin-hueso-con-piel-el-buen-corte-x-kg-20087572/p,https://plazavea.vteximg.com.br/arquivos/ids/34332094-184-184/20087572.jpg?v=639182158293900000,2026-09-16 21:16:27
filete-de-salmon-fresco-importado,Filete de Salmón Fresco,PLAZA VEA,carnes-pescados,69.9,72.5,False,3.59,https://www.plazavea.com.pe/filete-de-salmon-fresco-importado/p,https://plazavea.vteximg.com.br/arquivos/ids/646372-184-184/20110600.jpg?v=637443528808400000,2026-09-16 21:16:27
chuleta-de-lomo-con-piel-x-kg-966797,Chuleta de Lomo con Piel x kg,PLAZA VEA,carnes-pescados,19.9,21.5,True,7.44,https://www.plazavea.com.pe/chuleta-de-lomo-con-piel-x-kg-966797/p,https://plazavea.vteximg.com.br/arquivos/ids/34332088-184-184/966797.jpg?v=639124910197030000,2026-09-16 21:16:27
panceta-con-hueso-sin-piel-el-buen-corte-x-kg-20127189,Panceta con Hueso sin Piel EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,30.9,30.9,True,0.0,https://www.plazavea.com.pe/panceta-con-hueso-sin-piel-el-buen-corte-x-kg-20127189/p,https://plazavea.vteximg.com.br/arquivos/ids/27363486-184-184/20127189.jpg?v=638276834868030000,2026-09-16 21:16:27
bondiola-de-cerdo-el-buen-corte-x-kg-20123114,Bondiola de Cerdo EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,28.9,28.9,False,0.0,https://www.plazavea.com.pe/bondiola-de-cerdo-el-buen-corte-x-kg-20123114/p,https://plazavea.vteximg.com.br/arquivos/ids/27363480-184-184/20123114.jpg?v=638276834732100000,2026-09-16 21:16:27
albondigas-de-carne-de-res-oregon-foods-rancheras-bolsa-600g,Albóndigas de Carne de Res OREGON FOODS Paquet...,OREGON FOODS,carnes-pescados,23.9,23.9,False,0.0,https://www.plazavea.com.pe/albondigas-de-carne-de-res-oregon-foods-rancheras-bolsa-600g/p,https://vivanda.vteximg.com.br/arquivos/Alto_saturadas.png?v=123,2026-09-16 21:16:27
asado-tira-el-buen-corte-x-kg-73966,Asado Tira EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,36.9,36.9,False,0.0,https://www.plazavea.com.pe/asado-tira-el-buen-corte-x-kg-73966/p,https://plazavea.vteximg.com.br/arquivos/origin-country-peru.png,2026-09-16 21:16:27
punta-de-pecho-el-buen-corte-x-kg-94806,Punta de Pecho EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,23.9,23.9,False,0.0,https://www.plazavea.com.pe/punta-de-pecho-el-buen-corte-x-kg-94806/p,https://plazavea.vteximg.com.br/arquivos/origin-country-peru.png,2026-09-16 21:16:27
churrasco-largo-el-buen-corte-x-kg-73949,Churrasco Largo EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,38.9,38.9,False,0.0,https://www.plazavea.com.pe/churrasco-largo-el-buen-corte-x-kg-73949/p,https://plazavea.vteximg.com.br/arquivos/origin-country-peru.png,2026-09-16 21:16:27
pejerrey-eviscerado-bells-congelado-bolsa-500g,Pejerrey BELL'S Bolsa 500g,BELL'S,carnes-pescados,11.9,11.9,True,0.0,https://www.plazavea.com.pe/pejerrey-eviscerado-bells-congelado-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/19995851-184-184/20078783.jpg?v=638017641574200000,2026-09-16 21:16:27
chuleta-de-pierna-sin-piel-x-kg-980287,Chuleta de Pierna sin Piel x kg,PLAZA VEA,carnes-pescados,18.9,18.9,False,0.0,https://www.plazavea.com.pe/chuleta-de-pierna-sin-piel-x-kg-980287/p,https://plazavea.vteximg.com.br/arquivos/ids/16381016-184-184/980287.jpg?v=637970148348000000,2026-09-16 21:16:27
filete-de-muslo-de-pavita-san-fernando-x-kg-20025584,Filete de Muslo de Pavita SAN FERNANDO x kg,SAN FERNANDO,carnes-pescados,24.8,24.8,False,0.0,https://www.plazavea.com.pe/filete-de-muslo-de-pavita-san-fernando-x-kg-20025584/p,https://plazavea.vteximg.com.br/arquivos/ids/34332097-184-184/20025584.jpg?v=639124910266400000,2026-09-16 21:16:27
filete-de-tilapia-importada-x-kg-20570764,Filete de Tilapia Importada x Kg,PANAMEI,carnes-pescados,17.9,17.9,True,0.0,https://www.plazavea.com.pe/filete-de-tilapia-importada-x-kg-20570764/p,https://plazavea.vteximg.com.br/arquivos/ids/35106653-184-184/20570764.jpg?v=639179335422100000,2026-09-16 21:16:27
saltadito-de-cerdo-san-fernando-paquete-500g-20357936,Saltadito de Cerdo SAN FERNANDO Paquete 500g,SAN FERNANDO,carnes-pescados,15.9,15.9,False,0.0,https://www.plazavea.com.pe/saltadito-de-cerdo-san-fernando-paquete-500g-20357936/p,https://plazavea.vteximg.com.br/arquivos/origin-country-peru.png,2026-09-16 21:16:27
gallina-sin-menudencia-sadia-x-kg-20497844,Gallina sin Menudencia SADIA x Kg,SADIA,carnes-pescados,9.5,9.9,False,4.04,https://www.plazavea.com.pe/gallina-sin-menudencia-sadia-x-kg-20497844/p,https://plazavea.vteximg.com.br/arquivos/ids/34465156-184-184/20497844.jpg?v=639220840954700000,2026-09-16 21:16:27
lomo-fino-duroc-redondos-x-kg-20568439,Lomo Fino Duroc REDONDOS x kg,REDONDOS,carnes-pescados,39.9,39.9,False,0.0,https://www.plazavea.com.pe/lomo-fino-duroc-redondos-x-kg-20568439/p,https://plazavea.vteximg.com.br/arquivos/ids/34469671-184-184/20568439.jpg?v=639130813213630000,2026-09-16 21:16:27
mixtura-de-mariscos-seafrost-bolsa-500g,Mixtura de Mariscos SEAFROST Bolsa 500g,SEAFROST,carnes-pescados,18.9,18.9,True,0.0,https://www.plazavea.com.pe/mixtura-de-mariscos-seafrost-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/34363043-184-184/20414166.jpg?v=639125064469230000,2026-09-16 21:16:27
piernitas-de-pollo-light-san-fernando-x-kg-20505004,Piernitas de Pollo Light SAN FERNANDO x kg,SAN FERNANDO,carnes-pescados,17.9,18.5,False,3.24,https://www.plazavea.com.pe/piernitas-de-pollo-light-san-fernando-x-kg-20505004/p,https://plazavea.vteximg.com.br/arquivos/ids/34367819-184-184/20505004.jpg?v=639125093994900000,2026-09-16 21:16:27
entrana-fina-corte-gaucho-x-kg-20466626,Entraña Fina CORTE GAUCHO x kg,CORTE GAUCHO,carnes-pescados,106.9,118.9,False,10.09,https://www.plazavea.com.pe/entrana-fina-corte-gaucho-x-kg-20466626/p,https://plazavea.vteximg.com.br/arquivos/origin-country-argentina.png,2026-09-16 21:16:52
anticucho-de-res-zedina-bolsa-500g-20357109,Anticucho de Res ZEDINA Bolsa 500g,ZEDINA,carnes-pescados,14.9,14.9,False,0.0,https://www.plazavea.com.pe/anticucho-de-res-zedina-bolsa-500g-20357109/p,https://plazavea.vteximg.com.br/arquivos/origin-country-peru.png,2026-09-16 21:16:52
asado-cuadrado-frigon-x-kg-20328306,Asado Cuadrado FRIGON x kg,FRIGON,carnes-pescados,35.9,35.9,False,0.0,https://www.plazavea.com.pe/asado-cuadrado-frigon-x-kg-20328306/p,https://plazavea.vteximg.com.br/arquivos/origin-country-brasil.png,2026-09-16 21:16:52
corazon-de-cuadril-frigon-x-kg-20356151,Corazón de Cuadril FRIGON x kg,FRIGON,carnes-pescados,43.5,43.5,False,0.0,https://www.plazavea.com.pe/corazon-de-cuadril-frigon-x-kg-20356151/p,https://plazavea.vteximg.com.br/arquivos/origin-country-brasil.png,2026-09-16 21:16:52
langostinos-pelado-y-desvenado-grandes-3135-santa-priscila-bolsa-454g,Langostinos Pelados y Desvenados Grandes 31-35...,SANTA PRISCILA,carnes-pescados,27.9,27.9,False,0.0,https://www.plazavea.com.pe/langostinos-pelado-y-desvenado-grandes-3135-santa-priscila-bolsa-454g/p,https://plazavea.vteximg.com.br/arquivos/ids/26761514-184-184/20280540.jpg?v=638229317927500000,2026-09-16 21:16:52
pierna-especial-de-pollo-x-kg-20220325,Pierna Especial de Pollo x kg,PLAZA VEA,carnes-pescados,11.7,13.0,False,10.0,https://www.plazavea.com.pe/pierna-especial-de-pollo-x-kg-20220325/p,https://plazavea.vteximg.com.br/arquivos/ids/29737158-184-184/20220325.jpg?v=638652139891300000,2026-09-16 21:16:52
espinazo-de-pollo-x-kg-20220328,Espinazo de Pollo x kg,PLAZA VEA,carnes-pescados,8.9,8.9,False,0.0,https://www.plazavea.com.pe/espinazo-de-pollo-x-kg-20220328/p,https://plazavea.vteximg.com.br/arquivos/ids/29736513-184-184/20220328.jpg?v=638652103808770000,2026-09-16 21:16:52
picana-big-ranch-x-kg-20190183,Picaña BIG RANCH x kg,BIG RANCH,carnes-pescados,99.9,99.9,False,0.0,https://www.plazavea.com.pe/picana-big-ranch-x-kg-20190183/p,https://plazavea.vteximg.com.br/arquivos/origin-country-estados_unidos.png,2026-09-16 21:16:52
sasami-de-pollo-artisan-x-kg-20206737,Sasami de Pollo ARTISAN x kg,ARTISAN,carnes-pescados,41.8,41.8,False,0.0,https://www.plazavea.com.pe/sasami-de-pollo-artisan-x-kg-20206737/p,https://plazavea.vteximg.com.br/arquivos/ids/34412096-184-184/20206737.jpg?v=639125604480300000,2026-09-16 21:16:52
carne-molida-de-pollo-avinka-x-kg-20206732,Carne Molida de Pollo AVINKA x kg,AVINKA,carnes-pescados,23.5,23.5,False,0.0,https://www.plazavea.com.pe/carne-molida-de-pollo-avinka-x-kg-20206732/p,https://plazavea.vteximg.com.br/arquivos/ids/36142941-184-184/20206732.jpg?v=639250153828900000,2026-09-16 21:16:52
piernas-y-muslos-sabor-oriental-redondos-empaque-780g-20189495,Piernas y Muslos Sabor Oriental REDONDOS Empaq...,REDONDOS,carnes-pescados,13.9,16.9,False,17.75,https://www.plazavea.com.pe/piernas-y-muslos-sabor-oriental-redondos-empaque-780g-20189495/p,https://plazavea.vteximg.com.br/arquivos/ids/34412093-184-184/20189495.jpg?v=639125604460230000,2026-09-16 21:16:52
piernas-y-muslos-sabor-estofado-redondos-empaque-780g-20189497,Piernas y Muslos Sabor Estofado REDONDOS Empaq...,REDONDOS,carnes-pescados,13.9,16.9,False,17.75,https://www.plazavea.com.pe/piernas-y-muslos-sabor-estofado-redondos-empaque-780g-20189497/p,https://plazavea.vteximg.com.br/arquivos/ids/29077178-184-184/20189497.jpg?v=638519616149930000,2026-09-16 21:16:52
piernas-y-muslos-sabor-criollo-redondos-empaque-780g-20189494,Piernas y Muslos Sabor Criollo REDONDOS Empaqu...,REDONDOS,carnes-pescados,13.9,16.9,False,17.75,https://www.plazavea.com.pe/piernas-y-muslos-sabor-criollo-redondos-empaque-780g-20189494/p,https://plazavea.vteximg.com.br/arquivos/ids/29077419-184-184/20189494.jpg?v=638519906295330000,2026-09-16 21:16:52
piernas-y-muslos-sabor-pachamanca-redondos-empaque-780g-20189498,Piernas y Muslos Sabor Pachamanca REDONDOS Emp...,REDONDOS,carnes-pescados,13.9,16.9,False,17.75,https://www.plazavea.com.pe/piernas-y-muslos-sabor-pachamanca-redondos-empaque-780g-20189498/p,https://plazavea.vteximg.com.br/arquivos/ids/29077180-184-184/20189498.jpg?v=638519616281470000,2026-09-16 21:16:52
perico-en-porciones-pescanova-congelado-bolsa-300g,Perico en Porciones PESCANOVA Congelado Bolsa ...,PESCANOVA,carnes-pescados,18.5,18.5,False,0.0,https://www.plazavea.com.pe/perico-en-porciones-pescanova-congelado-bolsa-300g/p,https://plazavea.vteximg.com.br/arquivos/ids/19996548-184-184/20183685.jpg?v=638017646171100000,2026-09-16 21:16:52
asado-de-cerdo-el-buen-corte-x-kg-20087568,Asado de Cerdo EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,24.9,24.9,False,0.0,https://www.plazavea.com.pe/asado-de-cerdo-el-buen-corte-x-kg-20087568/p,https://plazavea.vteximg.com.br/arquivos/ids/27363490-184-184/20087568.jpg?v=638276834968430000,2026-09-16 21:16:52
pollada-criolla-redondos-empaque-780g-20124484,Pollada Criolla REDONDOS Empaque 780g,REDONDOS,carnes-pescados,12.9,16.5,False,21.82,https://www.plazavea.com.pe/pollada-criolla-redondos-empaque-780g-20124484/p,https://vivanda.vteximg.com.br/arquivos/Sodio_saturadas.png?v=123,2026-09-16 21:16:52
filete-de-pechuga-sabor-oriental-redondos-empaque-620g-20124485,Filete de Pechuga Sabor Oriental REDONDOS Empa...,REDONDOS,carnes-pescados,16.9,16.9,False,0.0,https://www.plazavea.com.pe/filete-de-pechuga-sabor-oriental-redondos-empaque-620g-20124485/p,https://vivanda.vteximg.com.br/arquivos/Alto_sodio.png?v=123,2026-09-16 21:16:52
filete-de-pechuga-sabor-criollo-redondos-empaque-620g-20124486,Filete de Pechuga Sabor Criollo REDONDOS Empaq...,REDONDOS,carnes-pescados,16.5,16.9,False,2.37,https://www.plazavea.com.pe/filete-de-pechuga-sabor-criollo-redondos-empaque-620g-20124486/p,https://vivanda.vteximg.com.br/arquivos/Alto_sodio.png?v=123,2026-09-16 21:16:52
panceta-sin-hueso-sin-piel-el-buen-corte-x-kg-20018860,Panceta sin Hueso sin Piel EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,31.9,31.9,False,0.0,https://www.plazavea.com.pe/panceta-sin-hueso-sin-piel-el-buen-corte-x-kg-20018860/p,https://plazavea.vteximg.com.br/arquivos/ids/27363484-184-184/20018860.jpg?v=638276834824970000,2026-09-16 21:16:52
lomito-fino-de-cerdo-el-buen-corte-x-kg-20123115,Lomito Fino de Cerdo EL BUEN CORTE x kg,EL BUEN CORTE,carnes-pescados,34.9,34.9,False,0.0,https://www.plazavea.com.pe/lomito-fino-de-cerdo-el-buen-corte-x-kg-20123115/p,https://plazavea.vteximg.com.br/arquivos/ids/27363478-184-184/20123115.jpg?v=638276834679930000,2026-09-16 21:16:52
alitas-sazonadas-redondos-buffalo-wings-caja-400g,Alitas Sazonadas Buffalo Wings REDONDOS Caja 4...,REDONDOS,carnes-pescados,15.7,15.7,False,0.0,https://www.plazavea.com.pe/alitas-sazonadas-redondos-buffalo-wings-caja-400g/p,https://vivanda.vteximg.com.br/arquivos/Alto_sodio.png?v=123,2026-09-16 21:16:52
albondiga-ranchera-x-kg-20099390,Albondiga Ranchera x kg,PLAZA VEA,carnes-pescados,29.9,29.9,False,0.0,https://www.plazavea.com.pe/albondiga-ranchera-x-kg-20099390/p,https://plazavea.vteximg.com.br/arquivos/origin-country-peru.png,2026-09-16 21:16:52
medallon-de-lomo-san-fernando-x-kg-20082790,Medallón de Lomo SAN FERNANDO x kg,SAN FERNANDO,carnes-pescados,34.9,41.9,False,16.71,https://www.plazavea.com.pe/medallon-de-lomo-san-fernando-x-kg-20082790/p,https://plazavea.vteximg.com.br/arquivos/ids/34332081-184-184/20082790.jpg?v=639124910147130000,2026-09-16 21:16:52
trucha-dehuesada,Trucha Dehuesada,PLAZA VEA,carnes-pescados,31.5,31.5,False,0.0,https://www.plazavea.com.pe/trucha-dehuesada/p,https://plazavea.vteximg.com.br/arquivos/ids/404028-184-184/261746.jpg?v=637348516707630000,2026-09-16 21:16:52
filete-de-tilapia-importado,Filete de Tilapia Importado,PLAZA VEA,carnes-pescados,17.9,17.9,True,0.0,https://www.plazavea.com.pe/filete-de-tilapia-importado/p,https://plazavea.vteximg.com.br/arquivos/ids/646197-184-184/20047291.jpg?v=637443519895370000,2026-09-16 21:16:52
chuleta-parrillera-de-cerdo-x-kg-980291,Chuleta Parrillera de Cerdo x kg,PLAZA VEA,carnes-pescados,19.9,19.9,False,0.0,https://www.plazavea.com.pe/chuleta-parrillera-de-cerdo-x-kg-980291/p,https://plazavea.vteximg.com.br/arquivos/ids/518436-184-184/980291.jpg?v=637417675981330000,2026-09-16 21:16:52
chuleta-de-pierna-con-piel-x-kg-980284,Chuleta de Pierna con Piel x kg,PLAZA VEA,carnes-pescados,18.9,18.9,False,0.0,https://www.plazavea.com.pe/chuleta-de-pierna-con-piel-x-kg-980284/p,https://plazavea.vteximg.com.br/arquivos/ids/16381018-184-184/980284.jpg?v=637970148412470000,2026-09-16 21:16:52
trucha-eviscerada-entera-fresca,Trucha Eviscerada,PLAZA VEA,carnes-pescados,19.9,19.9,False,0.0,https://www.plazavea.com.pe/trucha-eviscerada-entera-fresca/p,https://plazavea.vteximg.com.br/arquivos/ids/34330620-184-184/20924.jpg?v=639124899383830000,2026-09-16 21:16:52
hamburguesa-premium-la-florencia-x-kg-970714,Hamburguesa Premium LA FLORENCIA x kg,LA FLORENCIA,carnes-pescados,25.9,25.9,False,0.0,https://www.plazavea.com.pe/hamburguesa-premium-la-florencia-x-kg-970714/p,https://plazavea.vteximg.com.br/arquivos/origin-country-peru.png,2026-09-16 21:16:52
enrollado-de-pollo-san-fernando-americano-unid-x-1-3kg,Enrollado de Pollo Americano San Fernando unid...,SAN FERNANDO,carnes-pescados,41.9,41.9,False,0.0,https://www.plazavea.com.pe/enrollado-de-pollo-san-fernando-americano-unid-x-1-3kg/p,https://plazavea.vteximg.com.br/arquivos/ids/30567867-184-184/79471.jpg?v=638745327279970000,2026-09-16 21:16:52
enrollado-de-pollo-redondos-con-verduras-unid-x-1-3kg,Enrollado de pollo con Verduras REDONDOS Paque...,REDONDOS,carnes-pescados,39.9,39.9,False,0.0,https://www.plazavea.com.pe/enrollado-de-pollo-redondos-con-verduras-unid-x-1-3kg/p,https://plazavea.vteximg.com.br/arquivos/ids/30567857-184-184/651486.jpg?v=638745326991000000,2026-09-16 21:16:52
filete-de-salmon-salvaje-seafrost-con-piel-x-kg-20634107,Filete de Salmón Salvaje SEAFROST con Piel x k...,SEAFROST,carnes-pescados,41.9,41.9,True,0.0,https://www.plazavea.com.pe/filete-de-salmon-salvaje-seafrost-con-piel-x-kg-20634107/p,https://plazavea.vteximg.com.br/arquivos/ids/35414697-184-184/20634107.jpg?v=639207679059770000,2026-09-16 21:16:52
filete-de-merluza-seafrost-sin-piel-bolsa-500kg-20607922,Filete de Merluza SEAFROST sin Piel Bolsa 500K...,SEAFROST,carnes-pescados,14.5,14.5,False,0.0,https://www.plazavea.com.pe/filete-de-merluza-seafrost-sin-piel-bolsa-500kg-20607922/p,https://plazavea.vteximg.com.br/arquivos/ids/34250935-184-184/20607922.jpg?v=639113777601930000,2026-09-16 21:16:52
filete-de-merluza-seafrost-sin-piel-bolsa-1kg-20607970,Filete de Merluza SEAFROST sin Piel Bolsa 1Kg,SEAFROST,carnes-pescados,25.9,25.9,False,0.0,https://www.plazavea.com.pe/filete-de-merluza-seafrost-sin-piel-bolsa-1kg-20607970/p,https://plazavea.vteximg.com.br/arquivos/ids/34250934-184-184/20607970.jpg?v=639113777596130000,2026-09-16 21:16:52
bonito-entero-congelado-iqf-granel-x-kg-20571614,Bonito Entero Congelado IQF x kg a Granel,PLAZA VEA,carnes-pescados,9.5,9.5,False,0.0,https://www.plazavea.com.pe/bonito-entero-congelado-iqf-granel-x-kg-20571614/p,https://plazavea.vteximg.com.br/arquivos/ids/34478405-184-184/20571614.jpg?v=639148259634100000,2026-09-16 21:16:52
pejerrey-congelado-pescatore-bolsa-500g-20464279,Pejerrey Congelado PESCATORE Bolsa 500g,PESCATORE,carnes-pescados,12.5,12.5,False,0.0,https://www.plazavea.com.pe/pejerrey-congelado-pescatore-bolsa-500g-20464279/p,https://plazavea.vteximg.com.br/arquivos/ids/34465018-184-184/20464279.jpg?v=639130789671600000,2026-09-16 21:16:52
